"12212","17956","1"
"12212","20549","1"
"12212","20736","1"
"12212","18070","1"
"12212","20740","1"
"12212","20812","1"
"12212","20844","2"
"12212","18430","1"
"12212","20803","1"
"1292","20894","1"
"1292","20709","1"
"1292","20892","1"
"8693","20838","2"
"11681","20253","1"
"12027","20892","1"
"12027","20858","3"
"12027","20857","5"
"12027","20803","1"
"12027","20685","1"
"12027","20671","1"
"12027","16595","1"
"12027","20328","2"
"12027","19466","2"
"12027","19420","1"
"12027","20838","2"
"12027","20810","2"
"12027","20868","1"
"12027","18837","1"
"12202","20715","1"
"12202","20682","1"
"12027","18311","1"
"12202","20858","1"
"12027","18506","2"
"12027","15162","1"
"12027","20825","1"
"12027","20779","1"
"12027","20755","1"
"12027","20180","2"
"12027","19675","1"
"12027","19700","1"
"10985","18880","1"
"10985","20682","1"
"10985","11905","1"
"10985","11904","1"
"12027","19368","1"
"12173","20617","1"
"9810","20709","4"
"4477","2859","1"
"12213","8902","1"
"12213","11722","2"
"10824","20847","1"
"10824","20766","1"
"10824","15453","1"
"10824","19306","3"
"12214","20893","1"
"12214","20715","1"
"12214","20876","1"
"12214","20798","1"
"12214","19935","1"
"12214","12180","1"
"3393","20709","1"
"3393","19315","41"
"3393","9114","52"
"3393","3335","50"
"3393","3330","6"
"3393","3328","43"
"3393","3324","48"
"3393","3320","45"
"12214","20710","1"
"12027","19710","1"
"12027","16076","1"
"12027","18622","1"
"9364","20895","1"
"9364","20896","1"
"9364","16595","2"
"9364","3315","2"
"9364","20897","1"
"12215","20668","1"
"12214","20898","3"
"9364","20899","3"
"12214","20900","2"
"12214","20899","1"
"9364","20901","1"
"12214","3324","1"
"9364","20902","2"
"10888","13965","4"
"5194","20900","1"
"5194","20840","1"
"5194","20823","1"
"5194","20827","1"
"9364","20903","2"
"5194","20676","1"
"5194","16462","1"
"9364","20904","1"
"9364","20905","1"
"9364","20906","1"
"9364","20907","1"
"12216","20828","2"
"12216","20827","2"
"6122","20893","1"
"6122","20847","2"
"6122","20683","1"
"6122","20348","2"
"6122","18372","1"
"12183","20847","5"
"12183","20848","4"
"9364","20908","1"
"9364","20909","1"
"12217","20899","1"
"12217","11709","1"
"12218","20587","1"
"12218","20626","1"
"12218","20906","1"
"12218","20904","1"
"6801","19998","7"
"6801","19978","4"
"7590","19315","1"
"10075","20786","1"
"10075","20784","1"
"12219","20908","1"
"12219","20866","1"
"12219","19201","1"
"12219","20803","1"
"12219","19998","1"
"12219","20840","1"
"12027","20265","1"
"12027","18374","1"
"12027","20405","1"
"12027","19507","1"
"12027","18162","1"
"12027","19506","1"
"12027","20786","1"
"12027","19216","2"
"12027","15925","1"
"12027","12285","1"
"12027","14596","1"
"12027","12963","1"
"12027","1446","2"
"12027","8189","1"
"12027","18562","1"
"12027","15261","1"
"12027","16251","2"
"12027","15263","1"
"12221","20900","1"
"12221","20910","1"
"12221","20911","5"
"12221","20912","2"
"12221","20913","2"
"12221","20914","7"
"12222","20873","1"
"12222","20724","1"
"11759","19261","1"
"11759","20912","1"
"11759","20908","1"
"11759","20913","1"
"11759","20899","1"
"11759","20868","1"
"12223","20590","1"
"12223","20364","1"
"12223","20079","1"
"2917","20911","3"
"2917","20905","1"
"2917","11008","2"
"2917","11007","1"
"2917","20915","22"
"2917","20912","2"
"2917","20910","1"
"2917","20914","1"
"1714","20915","3"
"1714","20911","3"
"1714","20914","1"
"2451","20912","1"
"6499","20915","2"
"6499","20913","1"
"6499","20911","1"
"6499","20903","1"
"6499","20883","1"
"6499","20878","1"
"9995","18171","8"
"9995","18170","3"
"9995","16929","3"
"9995","17567","6"
"9995","20915","3"
"6122","20912","4"
"12225","20718","1"
"12225","20544","1"
"12225","16885","1"
"12225","19553","5"
"12225","6428","1"
"12225","10842","2"
"7609","10842","9"
"12225","16884","3"
"7609","18231","1"
"7609","10858","1"
"12225","18559","1"
"12225","17186","1"
"12225","7971","1"
"2917","16929","1"
"2917","19978","1"
"2917","19998","2"
"2917","20909","1"
"12226","20858","1"
"12226","20354","1"
"12226","18240","1"
"12227","18061","1"
"12227","20794","1"
"12227","20755","1"
"12227","20881","1"
"12227","20911","1"
"12227","20910","1"
"12227","20915","1"
"12227","17567","1"
"4908","14997","1"
"4908","19262","1"
"12171","19614","1"
"6588","20794","4"
"6588","20255","1"
"6588","19830","1"
"6588","18070","4"
"6588","14830","5"
"11766","20914","3"
"12229","20910","1"
"12229","20908","1"
"11968","20620","1"
"11968","20618","1"
"11968","20617","1"
"11968","20616","1"
"11968","20615","1"
"11968","20614","1"
"12230","20915","1"
"12230","20628","1"
"12231","20914","1"
"12231","20161","1"
"12231","17235","1"
"12232","16929","1"
"12232","20915","1"
"12232","20916","2"
"12232","20910","1"
"12232","20873","1"
"12232","20911","2"
"12232","20882","1"
"12232","19978","1"
"9310","19253","2"
"9310","19252","2"
"1613","20863","2"
"1613","20666","1"
"1613","20858","4"
"1613","20857","2"
"1613","2305","2"
"12234","20915","1"
"12235","20915","1"
"12235","20876","1"
"12235","20911","1"
"11766","16711","1"
"12235","20784","1"
"12236","20913","1"
"12236","20910","1"
"12236","20883","1"
"12236","20881","1"
"12236","20795","1"
"12236","20694","1"
"12236","19278","1"
"12236","20829","1"
"12236","20894","1"
"12236","20355","1"
"12236","19458","1"
"12236","20161","1"
"12236","18351","1"
"12236","17456","1"
"12236","20735","1"
"12236","17567","3"
"12236","20915","2"
"8945","20915","2"
"7609","20913","1"
"3789","20461","3"
"9690","20883","1"
"9690","20915","1"
"12238","17168","4"
"12238","17152","3"
"12238","17105","2"
"12238","13061","1"
"12238","12484","4"
"12238","8946","2"
"12238","7330","1"
"12238","1485","1"
"12237","11096","3"
"12237","20915","1"
"12238","4106","4"
"12238","14899","2"
"12237","19201","1"
"12238","4117","1"
"9967","17168","3"
"12238","16337","3"
"12238","13140","5"
"9967","12484","1"
"9967","7861","1"
"9967","4228","1"
"9967","2342","1"
"9967","5993","1"
"5956","20870","3"
"5956","20869","2"
"11102","20917","2"
"12236","20917","1"
"12236","20810","1"
"12236","20838","1"
"12236","20893","1"
"12236","20739","1"
"12236","20854","1"
"9945","11096","2"
"9945","5345","1"
"12232","20918","6"
"12232","20919","10"
"12232","20920","3"
"12232","20917","1"
"12232","20921","2"
"12232","20922","2"
"12232","20923","1"
"12232","20924","1"
"12232","20925","1"
"11729","20925","1"
"11729","20920","1"
"11729","20917","1"
"11729","20915","1"
"11729","20914","2"
"880","10147","4"
"880","20911","2"
"880","20905","1"
"880","20914","4"
"12138","20701","1"
"7609","20922","1"
"7609","20917","1"
"12239","20925","1"
"12239","20755","1"
"12239","20926","6"
"12239","20919","1"
"12239","20920","2"
"12239","20918","1"
"12239","20917","1"
"12239","20913","2"
"12239","20704","1"
"880","20900","1"
"12239","20922","1"
"880","20876","1"
"880","20868","1"
"880","20792","1"
"880","20776","1"
"880","20715","1"
"880","20709","1"
"880","20707","1"
"12240","20920","1"
"10967","20925","1"
"12240","20857","1"
"12240","20913","1"
"10967","17579","1"
"12240","20795","1"
"12240","20915","1"
"10557","18245","5"
"10557","18246","1"
"10557","10406","2"
"10557","18238","3"
"10557","20891","1"
"10557","20777","1"
"10557","20758","1"
"553","20729","4"
"553","20727","1"
"553","20726","1"
"553","20724","2"
"553","20723","1"
"553","20914","2"
"553","20915","1"
"553","20082","1"
"553","20819","1"
"553","20640","1"
"553","19779","1"
"553","20564","1"
"553","4786","1"
"553","19818","1"
"12241","20915","4"
"12241","20927","27"
"12241","20924","1"
"12241","19498","1"
"12241","19182","1"
"12241","20928","11"
"12241","20929","7"
"12241","20930","6"
"12241","14219","1"
"12241","20931","11"
"12241","20932","14"
"12241","20933","4"
"12241","20934","2"
"12241","20935","4"
"12241","20936","1"
"12241","20922","1"
"5435","20562","6"
"5435","20464","5"
"5435","20463","5"
"5435","20462","1"
"5435","19627","5"
"5435","19626","6"
"5435","19625","5"
"5435","13703","5"
"5435","13702","5"
"5435","13701","5"
"5435","13700","5"
"5435","13699","5"
"5435","12010","5"
"5435","12009","5"
"5435","12005","5"
"5435","12001","5"
"5435","11998","5"
"5435","11997","5"
"5435","11996","5"
"5435","10641","4"
"5435","10640","4"
"5435","10409","3"
"5435","10408","3"
"5435","10406","5"
"11990","20851","2"
"1714","20923","1"
"11990","20874","1"
"11990","19528","5"
"9967","17171","4"
"11990","12009","1"
"11990","14710","1"
"5194","20910","1"
"5194","20912","1"
"5194","20915","1"
"5194","20873","1"
"5194","20755","1"
"5194","20332","1"
"3220","20913","2"
"3220","15076","1"
"3220","11039","1"
"3220","20709","3"
"3220","20162","2"
"12242","12009","1"
"12243","3239","1"
"12140","10406","1"
"12140","10640","1"
"12140","10641","1"
"12244","20776","1"
"1714","10640","1"
"12245","20676","1"
"12245","20922","1"
"12234","20937","14"
"9157","19824","7"
"9133","11996","1"
"12248","20880","1"
"12248","5171","1"
"12248","12572","1"
"12250","20081","3"
"12250","18068","4"
"12212","20735","1"
"12140","20829","12"
"9133","20937","1"
"3789","10408","1"
"3789","10640","1"
"3789","10641","1"
"8352","20911","1"
"8352","20862","1"
"8352","20805","1"
"9815","20937","2"
"9815","20718","1"
"12251","20180","1"
"12251","20713","1"
"9815","18969","1"
"2087","14834","1"
"12252","16929","1"
"12252","20240","1"
"12252","20389","1"
"12252","20487","1"
"12252","20228","1"
"12253","20861","1"
"12245","20254","1"
"12245","19806","1"
"12245","20938","8"
"12245","20913","1"
"12245","20567","1"
"12245","20939","4"
"12245","20940","2"
"12245","20941","1"
"12129","20937","1"
"12250","20940","1"
"12255","11996","1"
"12255","20463","1"
"12255","19961","1"
"12255","19992","1"
"12255","12009","1"
"12255","10366","1"
"12256","20797","1"
"12181","12005","1"
"9133","20717","11"
"9133","20715","1"
"9133","20714","1"
"9133","10406","1"
"9133","10408","1"
"9133","13601","16"
"9133","20713","1"
"806","20228","1"
"9585","16307","2"
"12257","20937","2"
"2917","10406","1"
"12257","20806","2"
"12257","20912","1"
"12257","20756","1"
"12257","20750","1"
"12257","19941","1"
"9133","20915","1"
"9133","20711","3"
"9133","20710","1"
"1714","20717","1"
"1714","20716","1"
"1714","20715","1"
"5894","12817","1"
"9133","20709","1"
"9787","15301","1"
"5956","20890","1"
"12258","20254","1"
"12258","20609","1"
"12258","16327","1"
"12258","18131","1"
"12258","15165","1"
"3393","20717","1"
"3393","20925","2"
"3393","20919","4"
"3393","20714","1"
"3393","17567","2"
"3393","12432","1"
"3353","20717","1"
"3353","20786","1"
"3353","20793","1"
"11693","20712","1"
"9609","20711","1"
"9609","20915","1"
"7177","20717","1"
"7177","20716","1"
"7177","20715","1"
"7177","20713","1"
"7177","20710","1"
"7177","20709","1"
"10394","18370","1"
"7177","20915","1"
"10394","18365","2"
"7177","20935","1"
"7177","20936","1"
"7177","20933","1"
"7177","20930","1"
"7177","20931","1"
"7177","20929","1"
"7177","20927","1"
"7177","20926","1"
"7177","20925","1"
"7177","20922","1"
"7177","20920","1"
"7177","20917","1"
"3393","20923","2"
"3393","3318","51"
"3393","18220","1"
"3393","18001","3"
"3393","508","1"
"3393","8968","1"
"12259","20942","3"
"1714","3318","3"
"1714","18297","1"
"880","20930","1"
"880","20937","1"
"880","20926","1"
"880","20923","1"
"880","20920","1"
"880","20915","2"
"880","3330","1"
"880","20902","1"
"880","20849","1"
"9133","9114","1"
"12260","16305","1"
"12238","12528","1"
"12238","2342","1"
"11520","20943","7"
"11520","20944","1"
"9133","19315","1"
"9133","18297","1"
"11520","19154","1"
"11520","20945","2"
"11670","18091","1"
"11520","20946","1"
"11520","20947","2"
"11520","13415","1"
"11520","20948","1"
"11520","20949","1"
"12263","3320","1"
"12263","10406","1"
"12263","20851","1"
"12263","20562","1"
"12263","20111","1"
"12263","20869","1"
"12264","20950","4"
"12265","20942","1"
"12265","20915","1"
"12265","20708","1"
"9726","20567","1"
"9726","20926","1"
"9726","20803","1"
"12266","10117","1"
"9794","20911","1"
"12267","20941","1"
"12267","16479","1"
"12267","14939","1"
"3353","20948","1"
"10955","19386","1"
"10955","19387","16"
"10955","19388","5"
"10955","19389","14"
"9810","20715","1"
"9810","20713","2"
"9810","20714","1"
"9810","18988","1"
"9810","20403","1"
"5074","20912","1"
"5074","20951","17"
"5074","20739","1"
"5074","19401","1"
"5074","20952","6"
"5074","20953","6"
"5074","20954","7"
"5074","20922","1"
"5074","20873","1"
"5074","20925","1"
"5074","20955","3"
"5074","20956","3"
"5074","20957","3"
"5074","20958","6"
"5074","20959","6"
"12268","20344","1"
"12268","19696","1"
"12269","20332","1"
"10824","20761","1"
"12271","20959","2"
"12271","20953","1"
"12271","3328","1"
"12271","18358","1"
"12271","20816","1"
"12271","20699","1"
"12271","20673","1"
"12271","20657","1"
"12271","20459","1"
"12271","20552","1"
"12271","20960","10"
"12271","20943","1"
"12271","3335","1"
"12271","20717","1"
"12271","20709","1"
"12271","20947","1"
"12271","20207","1"
"12272","20287","1"
"12272","20146","1"
"12272","20076","1"
"12272","18873","1"
"12272","16194","1"
"12272","8859","1"
"12273","3150","1"
"12213","20111","1"
"12213","16178","1"
"9815","20921","1"
"9815","20923","1"
"9815","20734","2"
"9815","20793","1"
"9815","16301","1"
"9815","18796","1"
"12274","20955","1"
"12274","20949","1"
"12274","20961","1"
"12274","19217","1"
"12275","7994","1"
"12275","13797","1"
"12275","20691","1"
"12275","19826","1"
"12275","20188","1"
"12276","20958","1"
"12276","20869","1"
"12276","20582","1"
"12276","20552","1"
"12276","19774","1"
"12276","19727","1"
"12276","20962","4"
"12276","20493","1"
"12276","20954","1"
"12276","19333","1"
"12276","19033","1"
"12277","20961","1"
"12277","20956","1"
"12277","20867","1"
"12277","20152","1"
"12277","19456","1"
"9891","16476","20"
"9891","16433","13"
"9891","20963","19"
"9891","20964","28"
"9891","20965","22"
"12278","16476","1"
"12278","11605","1"
"12278","20298","1"
"9133","20965","1"
"9891","20966","3"
"12279","20967","1"
"12279","20968","1"
"12279","20969","1"
"12279","20970","1"
"12279","16570","1"
"12279","2229","1"
"12280","20971","6"
"12280","20972","10"
"12280","20962","1"
"12280","20961","1"
"12280","19791","1"
"3789","20853","1"
"3789","20851","1"
"3789","20854","2"
"12281","12778","1"
"12281","8450","1"
"12281","13060","1"
"12281","20182","2"
"12283","20820","1"
"12283","20973","1"
"12283","20972","1"
"6686","20974","1"
"6686","10891","1"
"880","20951","1"
"880","20973","1"
"9609","20975","1"
"9609","20976","1"
"12284","20975","1"
"12284","20977","3"
"12284","18879","1"
"12284","15878","1"
"12285","20977","1"
"12285","20975","1"
"12285","18370","1"
"12285","20936","1"
"12285","19322","1"
"12285","20921","1"
"12285","20838","1"
"12284","20954","1"
"12286","2991","1"
"12285","20964","1"
"12285","20965","1"
"12285","20952","1"
"12285","3318","1"
"12237","19999","1"
"6499","20972","1"
"6499","20964","9"
"6499","16579","2"
"12287","20096","1"
"12287","20938","1"
"6499","16503","1"
"12287","20863","1"
"12287","20254","1"
"12287","19221","1"
"6499","16504","1"
"12287","17383","1"
"12287","20813","1"
"12287","20707","1"
"12287","20683","1"
"6499","20954","1"
"12287","20900","1"
"6499","20930","1"
"6499","20922","2"
"6499","20921","3"
"6499","20868","1"
"6499","20822","1"
"12288","20977","1"
"12288","19825","1"
"11766","20255","3"
"7620","17249","1"
"12290","4764","1"
"6499","20786","2"
"12291","20324","1"
"12259","20978","1"
"12259","20979","1"
"11384","20979","1"
"12292","20913","1"
"12292","20829","1"
"12292","20405","1"
"12292","19942","1"
"12292","20796","2"
"12292","19943","1"
"12292","19491","1"
"12292","19404","1"
"12292","18716","1"
"12292","20980","7"
"9377","14447","4"
"1714","20980","1"
"1714","20976","1"
"1714","20738","1"
"12292","14447","1"
"12293","20270","1"
"12293","13797","1"
"10020","20820","1"
"3393","14447","1"
"3393","20833","2"
"3393","20740","1"
"3393","20830","1"
"3393","18803","1"
"3393","17227","1"
"3393","15504","1"
"12292","20779","1"
"6438","3320","1"
"6438","3335","1"
"6438","20978","1"
"12140","20828","1"
"12295","20926","1"
"12292","3330","1"
"12292","3315","1"
"12292","3328","1"
"12292","20977","1"
"12296","20976","1"
"12296","20726","1"
"12296","19956","3"
"12296","19509","1"
"12296","17889","1"
"12297","14447","2"
"12297","20487","1"
"12297","9114","1"
"12297","20807","1"
"12297","3315","1"
"12295","19137","1"
"9446","19343","1"
"9446","19179","1"
"9446","18037","4"
"6499","14447","1"
"9446","18294","2"
"9446","15987","7"
"9446","15976","7"
"9446","15376","4"
"9446","12783","1"
"9446","11287","1"
"9446","9777","1"
"9446","8969","4"
"9446","2635","5"
"3136","2635","3"
"9576","15376","4"
"12298","3318","1"
"12298","20582","1"
"12298","20307","1"
"12298","20076","1"
"12298","18873","1"
"12298","20869","1"
"12298","20870","1"
"880","3320","1"
"12292","20699","1"
"2917","3320","1"
"2917","20978","1"
"2917","20913","1"
"11384","3324","1"
"11384","20915","1"
"11384","20976","1"
"11384","20968","1"
"11384","20981","1"
"9446","15985","3"
"1000","14447","1"
"1000","20981","1"
"1000","20004","1"
"1000","19595","1"
"1000","19594","1"
"1000","19592","1"
"1000","19590","1"
"1000","19640","1"
"9446","20920","1"
"9446","6974","1"
"9446","2636","1"
"9446","5603","1"
"12298","12716","1"
"12298","7959","1"
"12298","20981","1"
"9133","3318","1"
"9446","15983","2"
"12299","3320","1"
"12299","20978","1"
"12299","3315","1"
"12299","3328","2"
"12299","3324","1"
"12299","16476","1"
"12299","20954","1"
"12299","20713","1"
"12299","20938","1"
"12300","20982","4"
"12301","3678","1"
"12302","9993","1"
"12302","8736","1"
"9689","15526","4"
"5956","20981","4"
"5956","20950","1"
"9446","20926","1"
"9446","20917","4"
"9446","20793","1"
"9446","20803","2"
"9159","20915","1"
"11766","20700","1"
"9788","15983","3"
"6499","20982","1"
"6499","3318","1"
"1714","20982","1"
"12303","14283","1"
"12303","20983","1"
"12303","20959","1"
"12090","20658","2"
"12090","20659","1"
"9815","20981","2"
"9815","20915","2"
"12300","20984","2"
"12300","20983","1"
"9446","20982","1"
"12304","20876","1"
"12304","19462","1"
"9357","19956","1"
"9357","20981","1"
"9357","19958","1"
"9357","20318","1"
"10985","3320","1"
"12305","20981","2"
"12305","20926","1"
"12305","20920","2"
"12305","20825","4"
"12305","20803","2"
"12305","20804","1"
"12305","20982","2"
"12305","19824","5"
"12305","19653","1"
"12305","19823","3"
"12305","19947","1"
"12305","3318","1"
"12305","20915","1"
"12305","19956","1"
"12305","9791","1"
"9788","15976","3"
"12305","20939","1"
"12305","20930","3"
"12305","20838","2"
"12305","20801","2"
"12305","20709","1"
"12305","19588","1"
"12307","20985","1"
"2472","20986","1"
"2472","20987","3"
"2472","12848","1"
"2472","20988","1"
"12308","17458","2"
"12308","20985","1"
"3393","20985","1"
"3393","20981","2"
"3393","20915","1"
"3393","20989","45"
"3393","20990","48"
"12308","20911","1"
"12308","18941","1"
"12308","19246","1"
"12308","18947","1"
"12308","16790","1"
"12308","14914","1"
"12308","15756","1"
"12308","14306","1"
"12308","13237","1"
"12308","9502","1"
"12308","7356","1"
"12308","2938","1"
"1714","9114","1"
"1714","12848","1"
"1714","20987","1"
"1714","20985","1"
"12309","20851","2"
"12309","20295","1"
"12309","10153","1"
"12311","20991","15"
"5276","20991","1"
"1619","20628","1"
"12311","20976","1"
"12311","20977","1"
"12311","20868","1"
"3220","20991","1"
"3220","20914","1"
"3220","20912","1"
"3220","20767","1"
"3220","20718","1"
"3220","20715","1"
"9446","20991","1"
"6499","20991","1"
"6499","20985","1"
"6499","19945","2"
"6499","19149","6"
"6499","19937","3"
"6499","20984","2"
"3192","20985","1"
"2527","20992","14"
"2527","20993","12"
"12027","20992","1"
"12027","20989","1"
"12027","19079","1"
"12027","15262","1"
"2527","20994","12"
"2527","20995","11"
"2527","20996","16"
"2527","20997","1"
"2527","20998","1"
"9446","20996","1"
"1714","20996","1"
"5276","20993","2"
"1890","19632","1"
"10567","20997","1"
"10020","7271","1"
"12311","20951","1"
"12192","20331","1"
"2527","20991","2"
"806","20241","2"
"5285","19879","1"
"5285","18381","1"
"5285","18055","1"
"2615","1025","1"
"2615","20981","1"
"2615","20870","1"
"2615","3361","1"
"2615","1027","1"
"2615","5683","1"
"2615","16368","1"
"10974","20990","1"
"8708","20993","1"
"8708","20994","1"
"8708","20985","1"
"8708","20838","1"
"8708","20991","1"
"8708","2229","1"
"8708","13064","2"
"12315","20990","1"
"12142","20992","1"
"12142","20991","1"
"12142","20162","9"
"3393","20991","2"
"12142","17249","1"
"12142","17248","1"
"3393","20996","1"
"12142","15672","1"
"12142","20839","1"
"12142","20873","1"
"12142","8563","1"
"5276","20992","1"
"12316","20992","1"
"12316","20973","1"
"12316","20915","1"
"12316","20998","2"
"1714","20998","1"
"3393","20999","20"
"3393","21000","49"
"3393","21001","52"
"3393","20997","1"
"12317","21002","3"
"10687","20051","2"
"10687","17478","1"
"10687","20050","1"
"10687","20353","1"
"10687","20928","1"
"12318","20923","1"
"12318","20708","1"
"12318","18758","1"
"12318","18123","1"
"12250","16150","1"
"1887","20926","1"
"1887","20939","2"
"1887","20923","2"
"1887","20917","3"
"1887","20868","1"
"1887","20890","2"
"12142","20715","1"
"12142","20844","1"
"12142","20609","1"
"12142","20347","1"
"12142","19803","1"
"12142","20096","1"
"12142","20254","1"
"12319","10409","1"
"12319","7986","1"
"12319","4216","1"
"12311","20972","1"
"12311","20796","1"
"2527","10640","1"
"12320","13699","1"
"12320","20708","1"
"12320","17563","1"
"12320","11996","1"
"12320","3330","1"
"12320","20923","1"
"12321","17570","1"
"12321","9292","1"
"12321","20951","1"
"12321","20765","1"
"12321","21003","2"
"12322","13699","1"
"40","6497","1"
"12305","20996","4"
"12305","20858","1"
"12305","20917","2"
"12142","19261","2"
"12142","17436","2"
"12305","20883","1"
"12305","20567","1"
"12305","10409","1"
"12305","10406","2"
"12305","13700","1"
"12305","20868","1"
"12305","20913","2"
"12305","17120","1"
"12305","19222","2"
"12305","21004","2"
"12305","21005","11"
"12305","21006","12"
"12305","11742","1"
"12305","20013","1"
"12305","20548","1"
"12305","19052","1"
"12305","20095","1"
"12305","19070","1"
"12305","18549","1"
"12305","17011","1"
"12324","20991","2"
"12324","20850","2"
"12324","19969","1"
"12324","18692","1"
"12324","18433","1"
"12325","10409","1"
"12325","21007","2"
"12325","21006","1"
"12305","20969","1"
"12325","21008","2"
"12325","21009","2"
"12325","21005","1"
"12325","21010","1"
"12305","21011","17"
"12305","21008","4"
"12325","21012","2"
"12305","21013","4"
"12305","21014","2"
"12305","20098","1"
"12305","21015","2"
"12305","20999","1"
"12305","20668","1"
"3393","21012","1"
"3393","21010","1"
"3393","21008","1"
"3393","21009","1"
"3393","21007","1"
"3393","3326","41"
"3192","3318","2"
"3192","21008","2"
"12326","20912","2"
"12326","20951","1"
"12305","21016","7"
"12305","21017","6"
"12305","21018","8"
"12305","21019","11"
"12305","21020","1"
"1714","21016","1"
"1714","21012","2"
"1714","21010","1"
"997","13995","1"
"997","13993","1"
"997","13991","1"
"997","13990","1"
"997","13988","1"
"997","13987","1"
"997","13978","1"
"997","13977","1"
"997","13975","1"
"997","16015","1"
"9446","21008","1"
"3393","21016","1"
"3393","21020","1"
"3393","21017","1"
"7590","20463","1"
"3192","20859","1"
"3192","19265","1"
"3192","18692","1"
"9815","3318","1"
"9815","21001","1"
"9815","21012","3"
"9815","12001","1"
"9815","20985","1"
"9815","19020","1"
"9815","16942","1"
"2280","11890","1"
"2280","20807","1"
"2280","20235","1"
"9950","16666","2"
"12329","21021","1"
"12329","21022","2"
"1714","21022","1"
"1714","21021","1"
"12305","21023","5"
"12305","21024","5"
"12305","21025","4"
"12305","21026","6"
"12305","21027","11"
"12305","21028","1"
"12305","21029","6"
"12305","21030","1"
"12305","21031","1"
"12305","21032","1"
"12305","21033","2"
"12305","21034","1"
"12305","21035","1"
"12305","21036","2"
"12305","21037","3"
"12305","21038","4"
"12305","21039","3"
"12305","21001","1"
"9446","21026","1"
"9446","21023","2"
"9446","21028","1"
"12330","21039","1"
"12330","18621","1"
"11816","20548","1"
"11816","20392","4"
"6499","21037","1"
"6499","21034","1"
"6499","21032","1"
"6499","21027","1"
"11039","13601","5"
"3749","21040","5"
"12331","21041","2"
"3749","21039","1"
"3749","21042","7"
"3749","21043","3"
"3749","21044","1"
"12333","21044","1"
"9133","20716","2"
"3393","21045","5"
"3393","21046","9"
"3393","20716","1"
"5956","21044","1"
"9815","20709","1"
"9815","20716","2"
"9815","21034","1"
"9815","21010","1"
"9815","21023","1"
